SuperWEB2(tm)

"Census 2022-Person-2Gv2"
"Scotland's Census 2022 - National Records of Scotland Table UV102a - Age (single year) by sex All people"
"Health Board Area 2019 by Age by Sex by Individuals"
"Counting: Individuals"

Filters:
"Summation Options","Individuals"

"Counting","Health Board Area 2019","Age","Sex","Count",
"Individuals","Dumfries and Galloway","18","All people",1110
"Individuals","Dumfries and Galloway","18","Female",527
"Individuals","Dumfries and Galloway","18","Male",583
"Individuals","Dumfries and Galloway","19","All people",1189
"Individuals","Dumfries and Galloway","19","Female",524
"Individuals","Dumfries and Galloway","19","Male",667
"Individuals","Dumfries and Galloway","20","All people",1074
"Individuals","Dumfries and Galloway","20","Female",504
"Individuals","Dumfries and Galloway","20","Male",567
"Individuals","Dumfries and Galloway","21","All people",1261
"Individuals","Dumfries and Galloway","21","Female",631
"Individuals","Dumfries and Galloway","21","Male",630
